#"gene","transcript","protein"
"ENSRNOG00000061963.1","ENSRNOT00000092232.1",""
"ENSRNOG00000050206.4","ENSRNOT00000075078.3","ENSRNOP00000065891.2"
"ENSRNOG00000050206.4","ENSRNOT00000092516.1","ENSRNOP00000075839.1"
"ENSRNOG00000050206.4","ENSRNOT00000092278.1","ENSRNOP00000075778.1"
"ENSRNOG00000050206.4","ENSRNOT00000092579.1","ENSRNOP00000075896.1"
"ENSRNOG00000050206.4","ENSRNOT00000092386.1","ENSRNOP00000075919.1"
"ENSRNOG00000050206.4","ENSRNOT00000092357.1","ENSRNOP00000075800.1"
"ENSRNOG00000050206.4","ENSRNOT00000071741.3","ENSRNOP00000067841.2"
"ENSRNOG00000050206.4","ENSRNOT00000071484.2","ENSRNOP00000064763.2"
"ENSRNOG00000051039.2","ENSRNOT00000076147.2",""
"ENSRNOG00000051039.2","ENSRNOT00000076482.2",""
"ENSRNOG00000051039.2","ENSRNOT00000076561.1",""
"ENSRNOG00000051039.2","ENSRNOT00000076045.1",""
"ENSRNOG00000051226.1","ENSRNOT00000076150.1",""
"ENSRNOG00000051915.1","ENSRNOT00000077195.1","ENSRNOP00000072996.1"
"ENSRNOG00000051915.1","ENSRNOT00000090615.1","ENSRNOP00000072614.1"
"ENSRNOG00000051915.1","ENSRNOT00000083817.1",""
"ENSRNOG00000059866.1","ENSRNOT00000087728.1",""
"ENSRNOG00000051102.1","ENSRNOT00000076179.1",""
"ENSRNOG00000051102.1","ENSRNOT00000076782.1",""
"ENSRNOG00000018191.9","ENSRNOT00000088389.1",""
"ENSRNOG00000018191.9","ENSRNOT00000086685.1",""
"ENSRNOG00000018191.9","ENSRNOT00000092578.1",""
"ENSRNOG00000018191.9","ENSRNOT00000090697.1",""
"ENSRNOG00000018191.9","ENSRNOT00000082455.1",""
"ENSRNOG00000018191.9","ENSRNOT00000092385.1",""
"ENSRNOG00000018191.9","ENSRNOT00000045144.6",""
"ENSRNOG00000018191.9","ENSRNOT00000084099.2",""
"ENSRNOG00000018191.9","ENSRNOT00000085873.1",""
"ENSRNOG00000018191.9","ENSRNOT00000089326.2",""
"ENSRNOG00000018191.9","ENSRNOT00000077168.1",""
"ENSRNOG00000018191.9","ENSRNOT00000091832.1",""
"ENSRNOG00000018191.9","ENSRNOT00000089428.1",""
"ENSRNOG00000018191.9","ENSRNOT00000051837.5","ENSRNOP00000051290.3"
"ENSRNOG00000018191.9","ENSRNOT00000079390.1",""
"ENSRNOG00000018191.9","ENSRNOT00000092034.1","ENSRNOP00000068988.1"
"ENSRNOG00000018191.9","ENSRNOT00000024682.8","ENSRNOP00000024682.6"
"ENSRNOG00000018191.9","ENSRNOT00000079628.1","ENSRNOP00000072626.1"
"ENSRNOG00000018191.9","ENSRNOT00000083308.1","ENSRNOP00000074079.1"
"ENSRNOG00000018191.9","ENSRNOT00000088253.1",""
"ENSRNOG00000012384.4","ENSRNOT00000016597.4",""
"ENSRNOG00000012369.5","ENSRNOT00000076098.1","ENSRNOP00000068258.1"
"ENSRNOG00000012369.5","ENSRNOT00000016481.4","ENSRNOP00000016481.3"
"ENSRNOG00000051304.1","ENSRNOT00000076363.1",""
"ENSRNOG00000018163.6","ENSRNOT00000024460.6","ENSRNOP00000024461.6"
"ENSRNOG00000055098.1","ENSRNOT00000088838.1",""
"ENSRNOG00000060991.1","ENSRNOT00000078186.1",""
"ENSRNOG00000012345.4","ENSRNOT00000016461.4",""
"ENSRNOG00000055934.2","ENSRNOT00000093612.1","ENSRNOP00000076175.1"
"ENSRNOG00000055934.2","ENSRNOT00000093144.1","ENSRNOP00000076204.1"
"ENSRNOG00000055934.2","ENSRNOT00000084799.1","ENSRNOP00000072810.1"
"ENSRNOG00000047280.3","ENSRNOT00000054859.5","ENSRNOP00000051742.4"
"ENSRNOG00000047280.3","ENSRNOT00000092916.1","ENSRNOP00000075952.1"
"ENSRNOG00000047280.3","ENSRNOT00000092977.1",""
"ENSRNOG00000047280.3","ENSRNOT00000092783.1","ENSRNOP00000076003.1"
"ENSRNOG00000047280.3","ENSRNOT00000078514.1","ENSRNOP00000070873.1"
"ENSRNOG00000047280.3","ENSRNOT00000079805.1","ENSRNOP00000072540.1"
"ENSRNOG00000062262.1","ENSRNOT00000093520.1",""
"ENSRNOG00000062262.1","ENSRNOT00000093173.1",""
"ENSRNOG00000023150.5","ENSRNOT00000032613.4","ENSRNOP00000029515.3"
"ENSRNOG00000029588.1","ENSRNOT00000042579.1","ENSRNOP00000042841.1"
"ENSRNOG00000020857.8","ENSRNOT00000092824.1","ENSRNOP00000076045.1"
"ENSRNOG00000020857.8","ENSRNOT00000092939.1","ENSRNOP00000075999.1"
"ENSRNOG00000020857.8","ENSRNOT00000092748.1","ENSRNOP00000075947.1"
"ENSRNOG00000020857.8","ENSRNOT00000093095.1",""
"ENSRNOG00000020857.8","ENSRNOT00000092944.1",""
"ENSRNOG00000020857.8","ENSRNOT00000039677.4","ENSRNOP00000032648.4"
"ENSRNOG00000020857.8","ENSRNOT00000078810.1","ENSRNOP00000072693.1"
"ENSRNOG00000051284.1","ENSRNOT00000076885.1",""
"ENSRNOG00000021129.7","ENSRNOT00000076987.2","ENSRNOP00000067998.1"
"ENSRNOG00000021129.7","ENSRNOT00000076419.1","ENSRNOP00000068202.1"
"ENSRNOG00000021129.7","ENSRNOT00000028688.6","ENSRNOP00000028688.6"
"ENSRNOG00000051350.1","ENSRNOT00000076449.1",""
"ENSRNOG00000012031.7","ENSRNOT00000076348.2",""
"ENSRNOG00000012031.7","ENSRNOT00000016427.6",""
"ENSRNOG00000012031.7","ENSRNOT00000079929.1",""
"ENSRNOG00000047035.3","ENSRNOT00000075089.3","ENSRNOP00000066289.1"
"ENSRNOG00000021133.8","ENSRNOT00000076255.1","ENSRNOP00000068311.1"
"ENSRNOG00000021133.8","ENSRNOT00000030186.7","ENSRNOP00000030800.4"
"ENSRNOG00000021133.8","ENSRNOT00000076967.1","ENSRNOP00000068487.1"
"ENSRNOG00000021133.8","ENSRNOT00000078585.1","ENSRNOP00000069131.1"
"ENSRNOG00000023668.7","ENSRNOT00000032387.7","ENSRNOP00000030146.5"
"ENSRNOG00000023668.7","ENSRNOT00000092898.1",""
"ENSRNOG00000023668.7","ENSRNOT00000093065.1",""
"ENSRNOG00000023668.7","ENSRNOT00000092832.1",""
"ENSRNOG00000062155.1","ENSRNOT00000092869.1",""
"ENSRNOG00000062127.1","ENSRNOT00000093096.1",""
"ENSRNOG00000062158.1","ENSRNOT00000092949.1",""
"ENSRNOG00000051333.1","ENSRNOT00000076462.1",""
"ENSRNOG00000020881.7","ENSRNOT00000028331.7","ENSRNOP00000028331.4"
"ENSRNOG00000020881.7","ENSRNOT00000092801.1",""
"ENSRNOG00000020881.7","ENSRNOT00000092740.1","ENSRNOP00000076046.1"
"ENSRNOG00000032798.6","ENSRNOT00000076340.2","ENSRNOP00000068179.1"
"ENSRNOG00000032798.6","ENSRNOT00000043854.2","ENSRNOP00000049659.2"
"ENSRNOG00000032798.6","ENSRNOT00000075893.1",""
"ENSRNOG00000032798.6","ENSRNOT00000082564.1","ENSRNOP00000074908.1"
"ENSRNOG00000051176.1","ENSRNOT00000077008.1",""
"ENSRNOG00000051334.1","ENSRNOT00000076469.1",""
"ENSRNOG00000021010.5","ENSRNOT00000093011.1",""
"ENSRNOG00000021010.5","ENSRNOT00000093048.1","ENSRNOP00000076049.1"
"ENSRNOG00000021010.5","ENSRNOT00000028525.5","ENSRNOP00000028525.3"
"ENSRNOG00000021010.5","ENSRNOT00000092955.1",""
"ENSRNOG00000062164.1","ENSRNOT00000092826.1",""
"ENSRNOG00000011160.6","ENSRNOT00000076780.1",""
"ENSRNOG00000011160.6","ENSRNOT00000076087.1",""
"ENSRNOG00000011160.6","ENSRNOT00000015084.6",""
"ENSRNOG00000021103.9","ENSRNOT00000054828.5","ENSRNOP00000051712.5"
"ENSRNOG00000021103.9","ENSRNOT00000031227.7","ENSRNOP00000029449.5"
"ENSRNOG00000021103.9","ENSRNOT00000028651.8","ENSRNOP00000028651.5"
"ENSRNOG00000021103.9","ENSRNOT00000092671.1",""
"ENSRNOG00000022610.7","ENSRNOT00000092778.1","ENSRNOP00000076044.1"
"ENSRNOG00000022610.7","ENSRNOT00000083590.1","ENSRNOP00000069378.1"
"ENSRNOG00000022610.7","ENSRNOT00000031334.6","ENSRNOP00000038545.6"
"ENSRNOG00000062074.1","ENSRNOT00000092538.1",""
"ENSRNOG00000061966.1","ENSRNOT00000092370.1",""
"ENSRNOG00000021108.6","ENSRNOT00000092270.1","ENSRNOP00000075925.1"
"ENSRNOG00000021108.6","ENSRNOT00000092580.1","ENSRNOP00000075914.1"
"ENSRNOG00000021108.6","ENSRNOT00000092496.1",""
"ENSRNOG00000021108.6","ENSRNOT00000028665.5","ENSRNOP00000028665.4"
"ENSRNOG00000019740.7","ENSRNOT00000026754.7","ENSRNOP00000026754.6"
"ENSRNOG00000019740.7","ENSRNOT00000076414.1",""
"ENSRNOG00000051237.1","ENSRNOT00000076542.1",""
"ENSRNOG00000024931.8","ENSRNOT00000067217.4","ENSRNOP00000061991.2"
"ENSRNOG00000024931.8","ENSRNOT00000092790.1",""
"ENSRNOG00000024931.8","ENSRNOT00000092969.1",""
"ENSRNOG00000024016.7","ENSRNOT00000092985.1","ENSRNOP00000075936.1"
"ENSRNOG00000024016.7","ENSRNOT00000054742.5","ENSRNOP00000051625.4"
"ENSRNOG00000024016.7","ENSRNOT00000092999.1","ENSRNOP00000075960.1"
"ENSRNOG00000024016.7","ENSRNOT00000092842.1","ENSRNOP00000076057.1"
"ENSRNOG00000024016.7","ENSRNOT00000092785.1",""
"ENSRNOG00000024016.7","ENSRNOT00000093050.1",""
"ENSRNOG00000024016.7","ENSRNOT00000092928.1","ENSRNOP00000076032.1"
"ENSRNOG00000024016.7","ENSRNOT00000092772.1",""
"ENSRNOG00000024016.7","ENSRNOT00000074103.2","ENSRNOP00000066819.2"
"ENSRNOG00000048953.3","ENSRNOT00000076941.1","ENSRNOP00000068512.1"
"ENSRNOG00000048953.3","ENSRNOT00000073717.3","ENSRNOP00000066620.1"
"ENSRNOG00000048953.3","ENSRNOT00000082670.1","ENSRNOP00000070505.1"
"ENSRNOG00000062120.1","ENSRNOT00000093031.1",""
"ENSRNOG00000051301.1","ENSRNOT00000075935.1",""
"ENSRNOG00000051262.2","ENSRNOT00000076393.1","ENSRNOP00000068461.1"
"ENSRNOG00000051262.2","ENSRNOT00000076785.1",""
"ENSRNOG00000051262.2","ENSRNOT00000077601.1","ENSRNOP00000075695.1"
"ENSRNOG00000051330.1","ENSRNOT00000076845.1",""
"ENSRNOG00000015232.7","ENSRNOT00000068645.4","ENSRNOP00000063506.1"
"ENSRNOG00000015232.7","ENSRNOT00000076537.1","ENSRNOP00000068410.1"
"ENSRNOG00000051051.1","ENSRNOT00000076544.1","ENSRNOP00000068087.1"
"ENSRNOG00000025476.5","ENSRNOT00000035123.5","ENSRNOP00000030850.3"
"ENSRNOG00000018322.8","ENSRNOT00000092945.1","ENSRNOP00000076067.1"
"ENSRNOG00000018322.8","ENSRNOT00000092086.2","ENSRNOP00000075591.2"
"ENSRNOG00000018322.8","ENSRNOT00000091470.2","ENSRNOP00000069185.2"
"ENSRNOG00000018322.8","ENSRNOT00000025415.6","ENSRNOP00000025415.6"
"ENSRNOG00000018322.8","ENSRNOT00000093052.1","ENSRNOP00000076050.1"
"ENSRNOG00000018322.8","ENSRNOT00000084268.1","ENSRNOP00000068834.1"
"ENSRNOG00000015516.7","ENSRNOT00000021185.7","ENSRNOP00000021185.3"
"ENSRNOG00000015516.7","ENSRNOT00000092800.1",""
"ENSRNOG00000015894.7","ENSRNOT00000015668.7","ENSRNOP00000015668.6"
"ENSRNOG00000015894.7","ENSRNOT00000092734.1",""
"ENSRNOG00000015894.7","ENSRNOT00000092934.1",""
"ENSRNOG00000015894.7","ENSRNOT00000093105.1",""
"ENSRNOG00000015894.7","ENSRNOT00000093090.1",""
"ENSRNOG00000015894.7","ENSRNOT00000093102.1",""
"ENSRNOG00000015894.7","ENSRNOT00000093049.1",""
"ENSRNOG00000062156.1","ENSRNOT00000093051.1",""
"ENSRNOG00000062078.1","ENSRNOT00000092937.1",""
"ENSRNOG00000062136.1","ENSRNOT00000092895.1",""
"ENSRNOG00000030351.4","ENSRNOT00000045504.4",""
"ENSRNOG00000062086.1","ENSRNOT00000093054.1",""
"ENSRNOG00000036604.3","ENSRNOT00000054757.3","ENSRNOP00000051639.2"
"ENSRNOG00000022839.4","ENSRNOT00000031025.4","ENSRNOP00000033267.3"
"ENSRNOG00000036603.4","ENSRNOT00000076802.1","ENSRNOP00000067979.1"
"ENSRNOG00000018827.9","ENSRNOT00000078150.2","ENSRNOP00000071410.2"
"ENSRNOG00000018827.9","ENSRNOT00000025450.7","ENSRNOP00000025450.6"
"ENSRNOG00000018827.9","ENSRNOT00000025493.7","ENSRNOP00000025493.5"
"ENSRNOG00000049464.3","ENSRNOT00000071633.3","ENSRNOP00000067531.1"
"ENSRNOG00000049464.3","ENSRNOT00000093005.1","ENSRNOP00000076000.1"
"ENSRNOG00000036592.3","ENSRNOT00000054717.3","ENSRNOP00000051600.2"
"ENSRNOG00000051306.1","ENSRNOT00000076237.1",""
"ENSRNOG00000042679.3","ENSRNOT00000076842.2","ENSRNOP00000068372.1"
"ENSRNOG00000042679.3","ENSRNOT00000076073.2","ENSRNOP00000068079.1"
"ENSRNOG00000042679.3","ENSRNOT00000036791.4","ENSRNOP00000036836.4"
"ENSRNOG00000015220.8","ENSRNOT00000076068.2","ENSRNOP00000068180.1"
"ENSRNOG00000015220.8","ENSRNOT00000076555.2","ENSRNOP00000068119.1"
"ENSRNOG00000015220.8","ENSRNOT00000020568.6","ENSRNOP00000020568.5"
"ENSRNOG00000051256.2","ENSRNOT00000076659.1","ENSRNOP00000068243.1"
"ENSRNOG00000051256.2","ENSRNOT00000081765.1","ENSRNOP00000071099.1"
"ENSRNOG00000015727.5","ENSRNOT00000021144.5","ENSRNOP00000021144.4"
"ENSRNOG00000049308.1","ENSRNOT00000071243.1","ENSRNOP00000065829.1"
"ENSRNOG00000020021.8","ENSRNOT00000027134.6","ENSRNOP00000027134.6"
"ENSRNOG00000014705.6","ENSRNOT00000054685.2","ENSRNOP00000051570.2"
"ENSRNOG00000021149.7","ENSRNOT00000067392.2","ENSRNOP00000061783.1"
"ENSRNOG00000013009.2","ENSRNOT00000017468.2","ENSRNOP00000017468.1"
"ENSRNOG00000019725.5","ENSRNOT00000026792.5","ENSRNOP00000026792.5"
"ENSRNOG00000038445.3","ENSRNOT00000058574.3","ENSRNOP00000055372.2"
"ENSRNOG00000020296.5","ENSRNOT00000027496.5","ENSRNOP00000027496.2"
"ENSRNOG00000054561.1","ENSRNOT00000091588.1","ENSRNOP00000075245.1"
"ENSRNOG00000054561.1","ENSRNOT00000085570.1","ENSRNOP00000069045.1"
"ENSRNOG00000048562.2","ENSRNOT00000071028.2","ENSRNOP00000066905.2"
"ENSRNOG00000020736.6","ENSRNOT00000028175.6","ENSRNOP00000028175.6"
"ENSRNOG00000020248.6","ENSRNOT00000027417.6","ENSRNOP00000027417.5"
"ENSRNOG00000050223.2","ENSRNOT00000072261.2","ENSRNOP00000066064.1"
"ENSRNOG00000017731.4","ENSRNOT00000024213.4","ENSRNOP00000024213.2"
"ENSRNOG00000017731.4","ENSRNOT00000082958.1","ENSRNOP00000069883.1"
"ENSRNOG00000042786.4","ENSRNOT00000067460.4","ENSRNOP00000058953.3"
"ENSRNOG00000042786.4","ENSRNOT00000066236.3","ENSRNOP00000061050.2"
"ENSRNOG00000020300.7","ENSRNOT00000054864.4","ENSRNOP00000051747.2"
"ENSRNOG00000010958.5","ENSRNOT00000015186.5","ENSRNOP00000015186.2"
"ENSRNOG00000015086.6","ENSRNOT00000082164.1","ENSRNOP00000068793.1"
"ENSRNOG00000015086.6","ENSRNOT00000065759.3","ENSRNOP00000061809.3"
"ENSRNOG00000048810.1","ENSRNOT00000075766.1","ENSRNOP00000067827.1"
"ENSRNOG00000015972.8","ENSRNOT00000042952.5","ENSRNOP00000049894.4"
"ENSRNOG00000015972.8","ENSRNOT00000064193.2","ENSRNOP00000059557.1"
"ENSRNOG00000046718.1","ENSRNOT00000072865.1","ENSRNOP00000067092.1"
"ENSRNOG00000016897.6","ENSRNOT00000022962.6","ENSRNOP00000022962.5"
"ENSRNOG00000011975.7","ENSRNOT00000089591.1","ENSRNOP00000071763.1"
"ENSRNOG00000011975.7","ENSRNOT00000015948.6","ENSRNOP00000015949.5"
"ENSRNOG00000048219.1","ENSRNOT00000072602.1","ENSRNOP00000065332.1"
"ENSRNOG00000058030.1","ENSRNOT00000086029.1","ENSRNOP00000069886.1"
"ENSRNOG00000027514.6","ENSRNOT00000031007.6","ENSRNOP00000034271.4"
"ENSRNOG00000009482.3","ENSRNOT00000012564.3","ENSRNOP00000012564.3"
"ENSRNOG00000011683.5","ENSRNOT00000016032.5","ENSRNOP00000016032.5"
"ENSRNOG00000017344.2","ENSRNOT00000023283.2","ENSRNOP00000023283.1"
"ENSRNOG00000052885.1","ENSRNOT00000091678.1","ENSRNOP00000075120.1"
"ENSRNOG00000020527.5","ENSRNOT00000038138.4","ENSRNOP00000032674.4"
"ENSRNOG00000024460.6","ENSRNOT00000051000.4","ENSRNOP00000041293.2"
"ENSRNOG00000013548.7","ENSRNOT00000018559.7","ENSRNOP00000018559.6"
"ENSRNOG00000015956.4","ENSRNOT00000055721.2","ENSRNOP00000052581.2"
"ENSRNOG00000051534.1","ENSRNOT00000079442.1","ENSRNOP00000072220.1"
"ENSRNOG00000017955.5","ENSRNOT00000024237.5","ENSRNOP00000024237.2"
"ENSRNOG00000020354.2","ENSRNOT00000027585.2","ENSRNOP00000027585.1"
"ENSRNOG00000057645.1","ENSRNOT00000083211.1","ENSRNOP00000074366.1"
"ENSRNOG00000020651.7","ENSRNOT00000050721.3","ENSRNOP00000050342.2"
"ENSRNOG00000018729.5","ENSRNOT00000025317.5","ENSRNOP00000025317.4"
"ENSRNOG00000058004.1","ENSRNOT00000083062.1",""
"ENSRNOG00000059551.1","ENSRNOT00000075019.2","ENSRNOP00000067725.2"
"ENSRNOG00000049028.2","ENSRNOT00000071576.2","ENSRNOP00000067721.1"
"ENSRNOG00000030934.5","ENSRNOT00000048735.4","ENSRNOP00000051491.4"
"ENSRNOG00000046669.2","ENSRNOT00000071105.2","ENSRNOP00000066573.2"
"ENSRNOG00000030788.3","ENSRNOT00000051450.3","ENSRNOP00000074698.1"
"ENSRNOG00000030788.3","ENSRNOT00000071384.2","ENSRNOP00000067182.2"
"ENSRNOG00000030788.3","ENSRNOT00000024311.3","ENSRNOP00000024311.2"
"ENSRNOG00000031210.2","ENSRNOT00000072122.2","ENSRNOP00000065558.2"
"ENSRNOG00000031210.2","ENSRNOT00000045994.2","ENSRNOP00000047401.2"
"ENSRNOG00000025385.3","ENSRNOT00000038764.3","ENSRNOP00000035296.3"
"ENSRNOG00000020346.7","ENSRNOT00000007320.5","ENSRNOP00000007320.4"
"ENSRNOG00000048033.1","ENSRNOT00000075596.1","ENSRNOP00000065480.1"
"ENSRNOG00000016907.5","ENSRNOT00000023078.5","ENSRNOP00000023078.3"
"ENSRNOG00000012002.6","ENSRNOT00000018021.5","ENSRNOP00000018021.5"
"ENSRNOG00000052319.1","ENSRNOT00000083641.1",""
"ENSRNOG00000057094.1","ENSRNOT00000080145.1","ENSRNOP00000072617.1"
"ENSRNOG00000055259.1","ENSRNOT00000083493.1","ENSRNOP00000075680.1"
"ENSRNOG00000059313.1","ENSRNOT00000090059.1","ENSRNOP00000070075.1"
"ENSRNOG00000017357.2","ENSRNOT00000023307.2","ENSRNOP00000023307.1"
"ENSRNOG00000018101.6","ENSRNOT00000068092.3","ENSRNOP00000060483.2"
"ENSRNOG00000018101.6","ENSRNOT00000082928.1","ENSRNOP00000070496.1"
"ENSRNOG00000020899.2","ENSRNOT00000028365.2","ENSRNOP00000028366.1"
"ENSRNOG00000020057.4","ENSRNOT00000027202.4","ENSRNOP00000027202.2"
"ENSRNOG00000055023.1","ENSRNOT00000081839.1","ENSRNOP00000074538.1"
"ENSRNOG00000012357.6","ENSRNOT00000017407.6","ENSRNOP00000017407.4"
"ENSRNOG00000055538.1","ENSRNOT00000078350.1","ENSRNOP00000072397.1"
"ENSRNOG00000018537.2","ENSRNOT00000024998.2",""
"ENSRNOG00000015003.6","ENSRNOT00000020229.6","ENSRNOP00000020229.4"
"ENSRNOG00000017198.5","ENSRNOT00000023490.3","ENSRNOP00000023490.2"
"ENSRNOG00000020075.7","ENSRNOT00000027305.7","ENSRNOP00000027305.4"
"ENSRNOG00000017386.6","ENSRNOT00000090636.1","ENSRNOP00000073110.1"
"ENSRNOG00000017386.6","ENSRNOT00000023489.5","ENSRNOP00000023489.3"
"ENSRNOG00000037715.4","ENSRNOT00000081121.1","ENSRNOP00000069948.1"
"ENSRNOG00000037715.4","ENSRNOT00000057230.3","ENSRNOP00000054056.3"
"ENSRNOG00000027808.5","ENSRNOT00000038802.5","ENSRNOP00000035173.4"
"ENSRNOG00000027808.5","ENSRNOT00000079498.1","ENSRNOP00000068649.1"
"ENSRNOG00000018621.4","ENSRNOT00000025138.4","ENSRNOP00000025138.4"
"ENSRNOG00000025052.4","ENSRNOT00000015320.5","ENSRNOP00000015320.3"
"ENSRNOG00000038497.4","ENSRNOT00000040441.5","ENSRNOP00000050611.5"
"ENSRNOG00000025819.1","ENSRNOT00000035798.1","ENSRNOP00000035758.1"
"ENSRNOG00000021800.6","ENSRNOT00000058241.4","ENSRNOP00000055040.2"
"ENSRNOG00000050756.1","ENSRNOT00000048370.4","ENSRNOP00000050234.4"
"ENSRNOG00000034061.1","ENSRNOT00000048478.1","ENSRNOP00000041628.1"
"ENSRNOG00000042605.3","ENSRNOT00000064917.3","ENSRNOP00000061936.3"
"ENSRNOG00000033196.3","ENSRNOT00000025728.5","ENSRNOP00000044989.3"
"ENSRNOG00000030888.4","ENSRNOT00000045233.3","ENSRNOP00000044552.3"
"ENSRNOG00000017468.6","ENSRNOT00000023652.6","ENSRNOP00000023652.6"
"ENSRNOG00000017692.6","ENSRNOT00000023867.6","ENSRNOP00000023866.5"
"ENSRNOG00000045560.2","ENSRNOT00000073421.2","ENSRNOP00000068631.1"
"ENSRNOG00000050032.1","ENSRNOT00000075189.1","ENSRNOP00000064665.1"
"ENSRNOG00000046944.1","ENSRNOT00000073153.1",""
"ENSRNOG00000050798.1","ENSRNOT00000072071.1","ENSRNOP00000064054.1"
"ENSRNOG00000015082.4","ENSRNOT00000020393.4","ENSRNOP00000020393.3"
"ENSRNOG00000013407.7","ENSRNOT00000090172.1","ENSRNOP00000073553.1"
"ENSRNOG00000013407.7","ENSRNOT00000065342.3","ENSRNOP00000060635.2"
"ENSRNOG00000020998.6","ENSRNOT00000028498.6","ENSRNOP00000028498.6"
"ENSRNOG00000021145.6","ENSRNOT00000028707.5","ENSRNOP00000028707.4"
"ENSRNOG00000024620.7","ENSRNOT00000034216.6","ENSRNOP00000038144.6"
"ENSRNOG00000024620.7","ENSRNOT00000073493.3","ENSRNOP00000064551.2"
"ENSRNOG00000053923.1","ENSRNOT00000088873.1","ENSRNOP00000074752.1"
"ENSRNOG00000014840.7","ENSRNOT00000020201.7","ENSRNOP00000020201.6"
"ENSRNOG00000018262.6","ENSRNOT00000024933.5","ENSRNOP00000024933.5"
"ENSRNOG00000027607.4","ENSRNOT00000023663.2","ENSRNOP00000023663.1"
"ENSRNOG00000030042.2","ENSRNOT00000050707.2","ENSRNOP00000066978.1"
"ENSRNOG00000033146.4","ENSRNOT00000049028.4","ENSRNOP00000043543.4"
"ENSRNOG00000049502.1","ENSRNOT00000041953.1","ENSRNOP00000045957.1"
"ENSRNOG00000021117.7","ENSRNOT00000028678.7","ENSRNOP00000028678.6"
"ENSRNOG00000025644.3","ENSRNOT00000017133.4","ENSRNOP00000017155.3"
"ENSRNOG00000019278.7","ENSRNOT00000026089.7","ENSRNOP00000026089.6"
"ENSRNOG00000019278.7","ENSRNOT00000078916.1","ENSRNOP00000072970.1"
"ENSRNOG00000018664.6","ENSRNOT00000025299.6","ENSRNOP00000025299.5"
"ENSRNOG00000050054.1","ENSRNOT00000042931.1","ENSRNOP00000048168.1"
"ENSRNOG00000045732.1","ENSRNOT00000039037.2","ENSRNOP00000037328.2"
"ENSRNOG00000019902.5","ENSRNOT00000079675.1","ENSRNOP00000071311.1"
"ENSRNOG00000019902.5","ENSRNOT00000026962.4","ENSRNOP00000026962.3"
"ENSRNOG00000028807.3","ENSRNOT00000041434.3","ENSRNOP00000051202.3"
"ENSRNOG00000050207.1","ENSRNOT00000075049.1","ENSRNOP00000066594.1"
"ENSRNOG00000018606.5","ENSRNOT00000025097.5","ENSRNOP00000025097.2"
"ENSRNOG00000020530.5","ENSRNOT00000027845.5","ENSRNOP00000027845.4"
"ENSRNOG00000020635.5","ENSRNOT00000028026.5","ENSRNOP00000028026.3"
"ENSRNOG00000046382.2","ENSRNOT00000071528.2","ENSRNOP00000064451.1"
"ENSRNOG00000020975.7","ENSRNOT00000028475.7","ENSRNOP00000028475.4"
"ENSRNOG00000016089.4","ENSRNOT00000021529.4","ENSRNOP00000070620.1"
"ENSRNOG00000018514.2","ENSRNOT00000024971.2","ENSRNOP00000024971.1"
"ENSRNOG00000047112.1","ENSRNOT00000074429.1","ENSRNOP00000066796.1"
"ENSRNOG00000014214.5","ENSRNOT00000019247.5","ENSRNOP00000019247.4"
"ENSRNOG00000020660.7","ENSRNOT00000015962.6","ENSRNOP00000059624.1"
"ENSRNOG00000047176.2","ENSRNOT00000075546.2","ENSRNOP00000065659.1"
"ENSRNOG00000057595.1","ENSRNOT00000083904.1",""
"ENSRNOG00000060200.1","ENSRNOT00000080019.1",""
"ENSRNOG00000050901.1","ENSRNOT00000048861.1","ENSRNOP00000048210.1"
"ENSRNOG00000058825.1","ENSRNOT00000080729.1",""
"ENSRNOG00000061597.1","ENSRNOT00000088080.1","ENSRNOP00000069779.1"
"ENSRNOG00000054609.1","ENSRNOT00000078462.1","ENSRNOP00000070585.1"
"ENSRNOG00000054854.1","ENSRNOT00000080741.1","ENSRNOP00000073822.1"
"ENSRNOG00000050352.1","ENSRNOT00000075345.1",""
"ENSRNOG00000012719.6","ENSRNOT00000017021.6","ENSRNOP00000017021.5"
"ENSRNOG00000010630.6","ENSRNOT00000014271.6","ENSRNOP00000014271.4"
"ENSRNOG00000016023.7","ENSRNOT00000021496.6","ENSRNOP00000021496.6"
"ENSRNOG00000016023.7","ENSRNOT00000080689.1","ENSRNOP00000071999.1"
"ENSRNOG00000020702.6","ENSRNOT00000028094.6","ENSRNOP00000028094.5"
"ENSRNOG00000019260.7","ENSRNOT00000026060.7","ENSRNOP00000026060.7"
"ENSRNOG00000019266.4","ENSRNOT00000026141.4","ENSRNOP00000026141.2"
"ENSRNOG00000053347.1","ENSRNOT00000085519.1","ENSRNOP00000069590.1"
"ENSRNOG00000021003.5","ENSRNOT00000028509.5","ENSRNOP00000028509.4"
"ENSRNOG00000024793.5","ENSRNOT00000035743.5","ENSRNOP00000038320.5"
"ENSRNOG00000012067.6","ENSRNOT00000016152.6","ENSRNOP00000016152.5"
"ENSRNOG00000025354.4","ENSRNOT00000036907.4","ENSRNOP00000034246.3"
"ENSRNOG00000025354.4","ENSRNOT00000078156.1","ENSRNOP00000073226.1"
"ENSRNOG00000017277.2","ENSRNOT00000023262.2","ENSRNOP00000023262.1"
"ENSRNOG00000047526.2","ENSRNOT00000071251.2","ENSRNOP00000066458.2"
"ENSRNOG00000012110.7","ENSRNOT00000016645.6","ENSRNOP00000016645.5"
