"target.row"	"dist.to.feature"	"feature.name"	"feature.strand"	"qvalue"	"pvalue"
"555.2"	1063	-13039	"ENSRNOT00000072288.2"	"-"	4.63897826395473e-05	2.09742492067248e-07
"2355"	1064	-2220	"ENSRNOT00000073951.2"	"+"	4.73887628529704e-05	2.14600481193115e-07
"234"	1065	-67024	"ENSRNOT00000073638.1"	"+"	4.82231267955427e-05	2.18561497616826e-07
"146.3"	1066	-19388	"ENSRNOT00000001334.6"	"+"	5.18716566810559e-05	2.35883339112504e-07
"2048.1"	1067	13645	"ENSRNOT00000083759.1"	"-"	5.2289556372469e-05	2.37981701736295e-07
"1631.1"	1068	-23810	"ENSRNOT00000076693.2"	"+"	5.23896204009659e-05	2.3863548294616e-07
"2604"	1069	40312	"ENSRNOT00000087460.1"	"+"	5.39902070544765e-05	2.46335033260811e-07
"650"	1070	-19549	"ENSRNOT00000049774.4"	"+"	5.39985176800873e-05	2.46577410096391e-07
"1976"	1071	6573	"ENSRNOT00000000163.7"	"-"	5.41718062107736e-05	2.47573825299432e-07
"800"	1072	-21670	"ENSRNOT00000045993.2"	"-"	5.42924660555289e-05	2.48330831983954e-07
"912"	1073	-108615	"ENSRNOT00000090112.1"	"-"	5.65731045309626e-05	2.58976557469475e-07
"981"	1074	-6425	"ENSRNOT00000077415.1"	"-"	5.82191539096976e-05	2.66732171548796e-07
"108.1"	1075	-12170	"ENSRNOT00000092160.1"	"-"	5.90099193354586e-05	2.70801946429424e-07
"104"	1076	18732	"ENSRNOT00000064386.2"	"-"	6.08864272036248e-05	2.79643952721724e-07
"419.2"	1077	-58845	"ENSRNOT00000082982.1"	"-"	6.3036838436375e-05	2.90475255467973e-07
"583"	1078	-84567	"ENSRNOT00000088415.1"	"+"	6.3036838436375e-05	2.90243395679208e-07
"729"	1079	-41051	"ENSRNOT00000084810.1"	"+"	6.36217292628984e-05	2.93893134386483e-07
"2817.2"	1080	105885	"ENSRNOT00000087924.1"	"-"	6.40325179743113e-05	2.96033176189027e-07
"944"	1081	12765	"ENSRNOT00000091612.1"	"+"	6.50654331838305e-05	3.01301242999497e-07
"968"	1082	-97369	"ENSRNOT00000088260.1"	"+"	6.61502589797975e-05	3.06825731492185e-07
"2278"	1083	44121	"ENSRNOT00000075406.1"	"+"	6.69651756268692e-05	3.10859127082547e-07
"3595"	1084	22539	"ENSRNOT00000055103.4"	"+"	6.75765385473299e-05	3.14464746936262e-07
"2120.1"	1085	713	"ENSRNOT00000077173.1"	"+"	6.79831629484728e-05	3.16614367544606e-07
"1763"	1086	20554	"ENSRNOT00000065871.1"	"-"	7.36507012799996e-05	3.44961578798348e-07
"2184"	1087	570	"ENSRNOT00000028833.5"	"-"	7.45592476303685e-05	3.500639129044e-07
"5691"	1088	48572	"ENSRNOT00000020141.7"	"-"	7.47617541233129e-05	3.51580856030581e-07
"184"	1089	32231	"ENSRNOT00000022419.4"	"-"	7.5128435245451e-05	3.5358970600444e-07
"7281"	1090	9997	"ENSRNOT00000075244.3"	"-"	7.53085795242991e-05	3.54722696461161e-07
"4864"	1091	4892	"ENSRNOT00000019978.3"	"-"	7.67315607933555e-05	3.61715837480218e-07
"4851"	1092	-9080	"ENSRNOT00000071417.3"	"-"	7.68527912939628e-05	3.62578317044399e-07
"1173.1"	1093	7011	"ENSRNOT00000058327.3"	"+"	7.72918812735219e-05	3.64942524819053e-07
"5097"	1094	-84690	"ENSRNOT00000050617.3"	"-"	7.88197569191927e-05	3.72455007270044e-07
"1121"	1095	-6162	"ENSRNOT00000087316.1"	"-"	8.0589029142675e-05	3.8234123234802e-07
"497"	1096	-62699	"ENSRNOT00000082420.1"	"+"	8.0589029142675e-05	3.82115954795509e-07
"1056.3"	1097	-38760	"ENSRNOT00000080357.1"	"-"	8.17531829094857e-05	3.88483463239517e-07
"2651"	1098	5209	"ENSRNOT00000012606.5"	"+"	8.33313342474545e-05	3.96613738604805e-07
"9551"	1099	-349	"ENSRNOT00000011240.6"	"-"	8.43450207532821e-05	4.02715807312868e-07
"4871"	1100	-3241	"ENSRNOT00000076068.2"	"-"	8.84473685667731e-05	4.2364255913741e-07
"1392"	1101	-46432	"ENSRNOT00000011244.2"	"-"	9.4049180573621e-05	4.5154226832082e-07
"3671"	1102	1532	"ENSRNOT00000019939.6"	"+"	0.000103942192603667	5.01401284910949e-07
"982.2"	1103	-62138	"ENSRNOT00000020946.4"	"+"	0.000104830509696416	5.06480247276208e-07
"365"	1104	5484	"ENSRNOT00000092621.1"	"-"	0.000106495830930796	5.14929347641003e-07
"25.2"	1105	824	"ENSRNOT00000042227.4"	"-"	0.000108049692051578	5.23260821511365e-07
"1287"	1106	188	"ENSRNOT00000005518.4"	"+"	0.00011071211507677	5.37411943109667e-07
"2123.3"	1107	-54567	"ENSRNOT00000074793.2"	"-"	0.00011071211507677	5.37386316354312e-07
"2291"	1108	-21900	"ENSRNOT00000084822.1"	"-"	0.000110981198204235	5.39138326819829e-07
"591.1"	1109	358807	"ENSRNOT00000082268.1"	"+"	0.000112904102406582	5.48907148815119e-07
"2304.3"	1110	136	"ENSRNOT00000012845.6"	"-"	0.000113683149315603	5.53125097511108e-07
"1240.1"	1111	32135	"ENSRNOT00000013088.5"	"-"	0.000115329645608375	5.61589758544086e-07
"4962"	1112	-14669	"ENSRNOT00000087537.1"	"+"	0.000115329645608375	5.62009484991573e-07
"1157"	1113	20880	"ENSRNOT00000010573.5"	"-"	0.000115372837119849	5.62656805614667e-07
"1416.1"	1114	23698	"ENSRNOT00000086556.1"	"-"	0.000117964494896652	5.7574260782095e-07
"71"	1115	9152	"ENSRNOT00000055172.3"	"+"	0.000118097135903128	5.77284302395064e-07
"1049"	1116	-18293	"ENSRNOT00000074446.2"	"-"	0.000121471710484632	5.94699827651132e-07
"150"	1117	-16902	"ENSRNOT00000024330.8"	"+"	0.00012294083858083	6.02357869056053e-07
"2769"	1118	847	"ENSRNOT00000039403.5"	"+"	0.000123936624634216	6.07706068683994e-07
"3783"	1119	752	"ENSRNOT00000023706.6"	"-"	0.000135768583561639	6.67776445071569e-07
"555.3"	1120	-12944	"ENSRNOT00000072288.2"	"-"	0.000135768583561639	6.67778725611381e-07
"4398"	1121	10179	"ENSRNOT00000024757.4"	"+"	0.000135772477072392	6.68332993610826e-07
"431.11"	1122	-27388	"ENSRNOT00000064418.2"	"-"	0.000135772477072392	6.69052043405407e-07
"1360"	1123	-16602	"ENSRNOT00000090686.1"	"+"	0.000135772477072392	6.69340134245022e-07
"1726"	1124	-34547	"ENSRNOT00000087884.1"	"-"	0.000140902489784235	6.95697430688531e-07
"229.2"	1125	166	"ENSRNOT00000065722.3"	"-"	0.000141394803994642	6.98663576397905e-07
"1735.2"	1126	-8127	"ENSRNOT00000063432.1"	"-"	0.000145926799749849	7.22714791009922e-07
"21201"	1127	6940	"ENSRNOT00000018677.6"	"+"	0.000152100582058845	7.53866879447982e-07
"1539"	1128	3130	"ENSRNOT00000012263.5"	"+"	0.000153187194050122	7.59832556215034e-07
"970.1"	1129	-18989	"ENSRNOT00000077887.1"	"-"	0.000153279851169054	7.60872525773309e-07
"1184"	1130	1481	"ENSRNOT00000073699.2"	"-"	0.000154980591861245	7.6990172186845e-07
"608"	1131	-47385	"ENSRNOT00000079010.1"	"+"	0.000155330798861199	7.72817738364083e-07
"1363"	1132	11399	"ENSRNOT00000025534.7"	"-"	0.000155330798861199	7.72612145976476e-07
"2224"	1133	9978	"ENSRNOT00000090455.1"	"-"	0.000156780020474917	7.80621683185177e-07
"2341"	1134	45595	"ENSRNOT00000055361.3"	"+"	0.000157168070942999	7.83148918984358e-07
"784"	1135	51276	"ENSRNOT00000082055.1"	"-"	0.00015892202855599	7.93092149502125e-07
"145.2"	1136	-34457	"ENSRNOT00000082859.1"	"-"	0.000160861647535207	8.04598967259515e-07
"2160"	1137	45063	"ENSRNOT00000020316.5"	"-"	0.000162317051315713	8.14336992378504e-07
"4161"	1138	-16228	"ENSRNOT00000017860.5"	"-"	0.000165636549649367	8.32261821573538e-07
"2278.1"	1139	81919	"ENSRNOT00000075406.1"	"+"	0.000165636549649367	8.32872247498173e-07
"370"	1140	-21694	"ENSRNOT00000002888.4"	"-"	0.000169274763575154	8.53008778521826e-07
"9721"	1141	-24540	"ENSRNOT00000084728.1"	"-"	0.000171419082637522	8.64544858222645e-07
"155"	1142	-90343	"ENSRNOT00000044209.4"	"-"	0.000173496723550486	8.75680276308826e-07
"176"	1143	3425	"ENSRNOT00000026192.4"	"-"	0.000173727088255022	8.77500779840725e-07
"519"	1144	72189	"ENSRNOT00000031085.4"	"+"	0.000175192270100506	8.85564802100415e-07
"421"	1145	-117	"ENSRNOT00000005284.6"	"-"	0.000176316468323855	8.91915019048601e-07
"17061"	1146	-14764	"ENSRNOT00000056531.4"	"-"	0.000183478478301508	9.32313099246928e-07
"2549.1"	1147	47143	"ENSRNOT00000027369.6"	"+"	0.000184656235647336	9.39696019902893e-07
"1012"	1148	31149	"ENSRNOT00000087896.1"	"-"	0.000190709989063583	9.72669230858809e-07
"2038"	1149	-8004	"ENSRNOT00000025383.5"	"-"	0.000191467679887857	9.77258615204529e-07
"9531"	1150	-53922	"ENSRNOT00000087536.1"	"-"	0.000194681115045822	9.9587152517025e-07
"1670"	1151	4078	"ENSRNOT00000015935.8"	"+"	0.000196031165800947	1.0035198214529e-06
"1872"	1152	-11128	"ENSRNOT00000013301.5"	"+"	0.000196945462067145	1.00969169379069e-06
"5013.1"	1153	-86131	"ENSRNOT00000016052.5"	"+"	0.000199722192245254	1.02468354104581e-06
"577"	1154	-31704	"ENSRNOT00000090185.1"	"-"	0.000201361034638639	1.03385412372601e-06
"1216.1"	1155	-32055	"ENSRNOT00000032342.4"	"+"	0.000202400813963535	1.04149179342278e-06
"167"	1156	76523	"ENSRNOT00000001697.7"	"+"	0.000207214758273016	1.06704745101807e-06
"343"	1157	68600	"ENSRNOT00000006281.6"	"+"	0.000208436558739691	1.07491752318239e-06
"4268"	1158	-4873	"ENSRNOT00000083656.1"	"-"	0.000208989388168299	1.08014243098045e-06
"1145"	1159	-44500	"ENSRNOT00000086322.1"	"-"	0.000208989388168299	1.07951070362622e-06
"3585"	1160	61556	"ENSRNOT00000092246.1"	"-"	0.00021137894873338	1.09409337682039e-06
"2218.2"	1161	-35977	"ENSRNOT00000033450.3"	"+"	0.000216184104155673	1.12060187907392e-06
"2304.4"	1162	182	"ENSRNOT00000012845.6"	"-"	0.000222014584442911	1.15334638024268e-06
"2193"	1163	12100	"ENSRNOT00000030720.4"	"-"	0.000225228465198678	1.17336638830751e-06
"4412"	1164	194	"ENSRNOT00000043971.6"	"+"	0.00022625920694559	1.1796803396315e-06
"517"	1165	-4640	"ENSRNOT00000060618.3"	"-"	0.000235366020638123	1.22894422098998e-06
"1074.1"	1166	-41019	"ENSRNOT00000021176.4"	"-"	0.000236806606666779	1.23825940122177e-06
"187"	1167	-21571	"ENSRNOT00000017967.5"	"-"	0.000237723002314337	1.24485144399595e-06
"492"	1168	4858	"ENSRNOT00000082474.1"	"-"	0.000241896476406028	1.270369750849e-06
"955"	1169	-28370	"ENSRNOT00000013613.7"	"-"	0.000246642305160526	1.29902898493977e-06
"2267"	1170	3366	"ENSRNOT00000032613.4"	"-"	0.000250122058294338	1.31925045034767e-06
"194"	1171	-12244	"ENSRNOT00000057851.4"	"-"	0.000251626746499994	1.3281395722775e-06
"1116"	1172	-154892	"ENSRNOT00000072943.2"	"-"	0.000253523744124206	1.34007220407491e-06
"747"	1173	-272055	"ENSRNOT00000090973.1"	"+"	0.000255572445988238	1.35283659181877e-06
"960"	1174	3208	"ENSRNOT00000077041.2"	"-"	0.000262412036675866	1.39102818077105e-06
"1502"	1175	7176	"ENSRNOT00000082522.1"	"+"	0.000262761982955242	1.39387813854657e-06
"2017"	1176	38874	"ENSRNOT00000020174.5"	"+"	0.000262808529435837	1.39512014731523e-06
"374.2"	1177	104416	"ENSRNOT00000086171.1"	"+"	0.000267725525298357	1.42426317117449e-06
"441"	1178	-9082	"ENSRNOT00000010884.7"	"+"	0.000275337283432973	1.46579921465017e-06
"941"	1179	166493	"ENSRNOT00000015584.7"	"-"	0.000280877505288121	1.49635692325909e-06
"868"	1180	-67410	"ENSRNOT00000067197.2"	"-"	0.000285076753965417	1.52304578680087e-06
"2268"	1181	-42465	"ENSRNOT00000009923.6"	"+"	0.000288075327091086	1.54015667057029e-06
"1236"	1182	73331	"ENSRNOT00000087282.1"	"-"	0.000288940273034953	1.5469690648232e-06
"53"	1183	-150153	"ENSRNOT00000005983.5"	"+"	0.00029991020821416	1.60910816798579e-06
"1580"	1184	16341	"ENSRNOT00000081848.1"	"+"	0.000301824849760446	1.62166644066433e-06
"50.1"	1185	15635	"ENSRNOT00000008019.6"	"+"	0.00030607112684601	1.64795785044894e-06
"164.1"	1186	-8963	"ENSRNOT00000003447.3"	"+"	0.000306779712366066	1.65293462345333e-06
"861.3"	1187	194	"ENSRNOT00000038660.5"	"+"	0.000307275311975004	1.65793184497284e-06
"2090"	1188	19144	"ENSRNOT00000077863.1"	"+"	0.000317579126623027	1.71593196263903e-06
"371"	1189	373	"ENSRNOT00000043448.5"	"-"	0.000320290709628538	1.73179583128817e-06
"9533"	1190	-6205	"ENSRNOT00000069822.1"	"-"	0.000326534498358401	1.7667920678815e-06
"3792"	1191	29465	"ENSRNOT00000005028.7"	"-"	0.000326882453877894	1.76991246447041e-06
"1023"	1192	-13864	"ENSRNOT00000066897.1"	"-"	0.00032913381077472	1.78334871299407e-06
"273"	1193	-80107	"ENSRNOT00000062574.1"	"+"	0.000343811265255038	1.86938469740909e-06
"591.2"	1194	358783	"ENSRNOT00000082268.1"	"+"	0.000343811265255038	1.86882753807984e-06
"2130.5"	1195	42864	"ENSRNOT00000083547.1"	"-"	0.000349661529068102	1.90648979648932e-06
"2513"	1196	-63261	"ENSRNOT00000080771.1"	"-"	0.000354036478070857	1.93838680810677e-06
"239"	1197	45811	"ENSRNOT00000019644.4"	"+"	0.00035472246994066	1.94348579935231e-06
"1305"	1198	10957	"ENSRNOT00000080782.1"	"-"	0.00035500692598127	1.94638849398312e-06
"1462"	1199	26283	"ENSRNOT00000059638.2"	"-"	0.000376379215879856	2.07496678384374e-06
"1297"	1200	973	"ENSRNOT00000088520.1"	"-"	0.000385994216266179	2.13089701985898e-06
"715"	1201	988	"ENSRNOT00000011442.6"	"+"	0.00038809551853667	2.14690577662011e-06
"55.1"	1202	100101	"ENSRNOT00000012753.7"	"+"	0.000388281540461432	2.14940501265805e-06
"1253"	1203	22609	"ENSRNOT00000002072.6"	"+"	0.000390817089866299	2.16492080194314e-06
"1874"	1204	32345	"ENSRNOT00000007683.5"	"+"	0.000408416213494049	2.27114043203989e-06
"615.1"	1205	-5823	"ENSRNOT00000026499.5"	"-"	0.000415349471805736	2.31339864046019e-06
"188"	1206	34625	"ENSRNOT00000071353.3"	"+"	0.000421769693169778	2.35714266051986e-06
"543"	1207	10595	"ENSRNOT00000092509.1"	"+"	0.000430505405683936	2.40971556757142e-06
"273.1"	1208	126736	"ENSRNOT00000086961.1"	"-"	0.000439881276748636	2.46669058519828e-06
"3"	1209	-71894	"ENSRNOT00000048043.3"	"-"	0.000443486325645758	2.48858556604191e-06
"971"	1210	-17759	"ENSRNOT00000077957.1"	"+"	0.000449840189840965	2.52764626260727e-06
"1056.4"	1211	-38792	"ENSRNOT00000080357.1"	"-"	0.000456298058243067	2.56711683894747e-06
"3652"	1212	276345	"ENSRNOT00000047059.3"	"+"	0.000459338405441957	2.58623430293564e-06
"195"	1213	-36146	"ENSRNOT00000085987.1"	"+"	0.000459954629062361	2.59144541811305e-06
"397.3"	1214	19027	"ENSRNOT00000029697.3"	"-"	0.000461236338609052	2.60041315560727e-06
"4472"	1215	124157	"ENSRNOT00000018895.6"	"+"	0.000473929868293144	2.67736168387578e-06
"339"	1216	24349	"ENSRNOT00000022584.4"	"-"	0.000479835912057231	2.7143602500195e-06
"234.1"	1217	-67023	"ENSRNOT00000073638.1"	"+"	0.000498371996755166	2.82865124650725e-06
"2817.3"	1218	105857	"ENSRNOT00000087924.1"	"-"	0.000502298715340126	2.85284034218348e-06
"1487"	1219	-37151	"ENSRNOT00000029346.4"	"-"	0.0005031726691646	2.85970922614054e-06
"1284"	1220	102716	"ENSRNOT00000089390.1"	"-"	0.000504380057822794	2.86848101959221e-06
"2268.1"	1221	-42711	"ENSRNOT00000009923.6"	"+"	0.000515931057102146	2.93808021449883e-06
"1067"	1222	23316	"ENSRNOT00000022291.3"	"-"	0.000524113312014422	2.98864480625874e-06
"11711"	1223	33830	"ENSRNOT00000061041.1"	"-"	0.000533748353242142	3.0516704770585e-06
"1262"	1224	-16532	"ENSRNOT00000029710.4"	"+"	0.000551975136591322	3.16633082736138e-06
"494"	1225	-9189	"ENSRNOT00000075154.1"	"-"	0.000560078261194041	3.22129598272483e-06
"1242"	1226	-7965	"ENSRNOT00000059942.5"	"-"	0.000564851027860246	3.25088534052728e-06
"857"	1227	-168307	"ENSRNOT00000082937.1"	"+"	0.00056605515243434	3.2600899094438e-06
"1734"	1228	42200	"ENSRNOT00000057001.3"	"+"	0.00056734557303669	3.27168674547078e-06
"4865"	1229	5712	"ENSRNOT00000064160.2"	"+"	0.000569107041599823	3.28830909442277e-06
"2304.5"	1230	197	"ENSRNOT00000012845.6"	"-"	0.000575786922527001	3.32908569525995e-06
"226"	1231	-57812	"ENSRNOT00000013152.4"	"+"	0.000578151188516464	3.34494451172753e-06
"799"	1232	14584	"ENSRNOT00000033700.4"	"+"	0.000578548639007098	3.35162520589032e-06
"9701"	1233	3092	"ENSRNOT00000089518.1"	"-"	0.000583360762378384	3.38392026008698e-06
"953.1"	1234	17747	"ENSRNOT00000032359.4"	"+"	0.000584092409433138	3.39037594512485e-06
"593"	1235	-4749	"ENSRNOT00000018649.6"	"-"	0.000592486319613934	3.44807207505014e-06
"345"	1236	4868	"ENSRNOT00000022304.4"	"-"	0.000598327275025408	3.48659546884142e-06
"1057"	1237	25882	"ENSRNOT00000054544.1"	"-"	0.000600297971529204	3.50262509838463e-06
"44"	1238	-33265	"ENSRNOT00000017187.6"	"+"	0.000606203451246515	3.54582382186355e-06
"952"	1239	-5369	"ENSRNOT00000092337.1"	"+"	0.000606868633400593	3.55245284213465e-06
"1215"	1240	-145562	"ENSRNOT00000080081.1"	"+"	0.000611579270778092	3.58234337258625e-06
"1303"	1241	-29784	"ENSRNOT00000092849.1"	"+"	0.00061316841571848	3.59397352363378e-06
"353"	1242	41816	"ENSRNOT00000080623.1"	"-"	0.000619819365214688	3.63530370817883e-06
"817"	1243	4360	"ENSRNOT00000066659.1"	"+"	0.000621414428859834	3.64936474063736e-06
"1185.1"	1244	52305	"ENSRNOT00000087533.1"	"-"	0.000621414428859834	3.64764362794446e-06
"3621"	1245	2480	"ENSRNOT00000092720.1"	"+"	0.000627788972778284	3.69155445747867e-06
"381"	1246	-18714	"ENSRNOT00000011292.2"	"+"	0.000628198273160797	3.69633984204434e-06
"987"	1247	-2995	"ENSRNOT00000010134.6"	"-"	0.000632556031950154	3.72437613903825e-06
"1264"	1248	-33266	"ENSRNOT00000078752.1"	"-"	0.000646714295030843	3.81753226843853e-06
"1262.1"	1249	-16519	"ENSRNOT00000029710.4"	"+"	0.00064776624319652	3.82619457115296e-06
"1623.3"	1250	109336	"ENSRNOT00000085467.1"	"+"	0.000653799373407791	3.86678184036456e-06
"2884"	1251	40894	"ENSRNOT00000077302.1"	"+"	0.000656003613594402	3.88478619001463e-06
"1010"	1252	141736	"ENSRNOT00000080328.1"	"+"	0.000657262392676145	3.89472919562417e-06
"133"	1253	-9190	"ENSRNOT00000015495.5"	"+"	0.000659718286301578	3.91177998880375e-06
"167.1"	1254	49645	"ENSRNOT00000001697.7"	"+"	0.000664740595245209	3.94659354088422e-06
"1520"	1255	-23774	"ENSRNOT00000005743.3"	"+"	0.000667298470212097	3.96430639996871e-06
"407.1"	1256	-14062	"ENSRNOT00000002718.3"	"-"	0.000676194069204461	4.02227429111807e-06
"6"	1257	64632	"ENSRNOT00000051371.4"	"-"	0.000676516936616182	4.02675638620533e-06
"902"	1258	-22177	"ENSRNOT00000092980.1"	"-"	0.000681512200257844	4.05906960124924e-06
"4331"	1259	23445	"ENSRNOT00000043937.5"	"-"	0.00068406995058286	4.07689364658618e-06
"681"	1260	80840	"ENSRNOT00000077742.1"	"+"	0.000698098451376352	4.17371649164489e-06
"2254"	1261	14350	"ENSRNOT00000079011.1"	"+"	0.000698443451815629	4.17842371541055e-06
"316"	1262	-63846	"ENSRNOT00000083687.1"	"+"	0.000701259034719886	4.19792311558765e-06
"2206.5"	1263	2283	"ENSRNOT00000090976.1"	"-"	0.000701459832855357	4.20178113977368e-06
"797"	1264	-1057	"ENSRNOT00000052621.1"	"-"	0.000705522820808385	4.23146140472186e-06
"2237"	1265	470	"ENSRNOT00000086269.1"	"-"	0.00070673514624008	4.24140844567868e-06
"1001"	1266	-32742	"ENSRNOT00000074909.1"	"-"	0.000737266960763186	4.44139186403612e-06
"1262.2"	1267	-16481	"ENSRNOT00000029710.4"	"+"	0.000745253703760623	4.50079229388093e-06
"412"	1268	-85429	"ENSRNOT00000083195.1"	"-"	0.000750485617836434	4.53807251011581e-06
"2274"	1269	2549	"ENSRNOT00000018851.3"	"-"	0.000763900392992468	4.62786686776066e-06
"7751"	1270	15707	"ENSRNOT00000086828.1"	"-"	0.000766756654852399	4.64807392563492e-06
"3971"	1271	1477	"ENSRNOT00000088068.1"	"-"	0.000771903200783773	4.68219497253345e-06
"162.1"	1272	20262	"ENSRNOT00000001752.5"	"-"	0.000776046025796075	4.7102628422714e-06
"2800.1"	1273	9962	"ENSRNOT00000088675.1"	"-"	0.000779819937384347	4.73612154327493e-06
"1063"	1274	-214682	"ENSRNOT00000086657.1"	"+"	0.000781837713448217	4.7513365433298e-06
"3997.4"	1275	-9245	"ENSRNOT00000020004.8"	"+"	0.000781889019827479	4.7575693964543e-06
"621"	1276	-256023	"ENSRNOT00000091547.1"	"+"	0.000781889019827479	4.75615750006707e-06
"841"	1277	2081	"ENSRNOT00000013803.3"	"-"	0.000797344042119078	4.85764684825366e-06
"834"	1278	-2735	"ENSRNOT00000067149.3"	"+"	0.000799347438199714	4.87590537290826e-06
"801"	1279	-11740	"ENSRNOT00000093501.1"	"+"	0.000810706665231766	4.95440396709778e-06
"528.1"	1280	9023	"ENSRNOT00000087794.1"	"+"	0.000813490613564275	4.97449746233114e-06
"499"	1281	13510	"ENSRNOT00000078364.1"	"+"	0.000815504805977631	4.99607768683533e-06
"1296"	1282	-17189	"ENSRNOT00000085452.1"	"+"	0.000827570102549422	5.07626105070641e-06
"2748"	1283	8770	"ENSRNOT00000089370.1"	"-"	0.000842141113011854	5.18158200809536e-06
"6441"	1284	643	"ENSRNOT00000077643.1"	"+"	0.000851192679265979	5.2437209656847e-06
"1490"	1285	949	"ENSRNOT00000091400.1"	"-"	0.000851192679265979	5.24226968169769e-06
"560"	1286	5620	"ENSRNOT00000027990.5"	"+"	0.000880437010277091	5.4405472395572e-06
"1073"	1287	-626	"ENSRNOT00000042465.4"	"+"	0.000886982605719157	5.48435335728132e-06
"415"	1288	-3412	"ENSRNOT00000030545.7"	"-"	0.000890185026941224	5.50752501116597e-06
"29"	1289	22534	"ENSRNOT00000084959.1"	"-"	0.00090911511352448	5.64185567306533e-06
"8211"	1290	-8999	"ENSRNOT00000060765.4"	"-"	0.000928022693749201	5.7627076176915e-06
"229.3"	1291	157	"ENSRNOT00000065722.3"	"-"	0.00093631548016535	5.82675336246929e-06
"148.2"	1292	57482	"ENSRNOT00000032739.5"	"+"	0.000938849668175054	5.84771367928458e-06
"1840"	1293	-3606	"ENSRNOT00000014349.5"	"+"	0.000953300636056216	5.95216112723094e-06
"68"	1294	-2389	"ENSRNOT00000082723.1"	"+"	0.000957984985629361	5.98866357655264e-06
"1254"	1295	9027	"ENSRNOT00000015692.2"	"+"	0.000963644298638333	6.03133915711396e-06
"1412"	1296	-25112	"ENSRNOT00000072256.1"	"-"	0.000963806748449241	6.03600524997083e-06
"1036"	1297	16777	"ENSRNOT00000091752.1"	"-"	0.000968886837024862	6.07148875020137e-06
"962.1"	1298	10049	"ENSRNOT00000069903.1"	"-"	0.000986730923077779	6.19825251843834e-06
"2126"	1299	-3025	"ENSRNOT00000079105.1"	"-"	0.000988437824720892	6.21271719866631e-06
"688"	1300	-1912	"ENSRNOT00000071007.1"	"-"	0.00101017404989284	6.3569876551892e-06
"1491"	1301	-778991	"ENSRNOT00000048383.5"	"-"	0.00103671434194027	6.54755708773263e-06
"1269"	1302	12338	"ENSRNOT00000086329.1"	"-"	0.00104896727160596	6.63288625936316e-06
"29.1"	1303	22484	"ENSRNOT00000084959.1"	"-"	0.00104896727160596	6.63000239443397e-06
"1738"	1304	15478	"ENSRNOT00000013639.5"	"-"	0.00106216439010003	6.73242201860453e-06
"172"	1305	-20575	"ENSRNOT00000071116.2"	"-"	0.00106231965730475	6.73742850952387e-06
"1081"	1306	26338	"ENSRNOT00000045315.4"	"+"	0.00106310011735428	6.74640363256419e-06
"929"	1307	10825	"ENSRNOT00000087703.1"	"+"	0.00107254531573201	6.81040366109147e-06
"1377"	1308	-9818	"ENSRNOT00000025024.5"	"-"	0.00110050879535599	7.00463277738504e-06
"560.1"	1309	5631	"ENSRNOT00000027990.5"	"+"	0.00113933148180645	7.28624697866378e-06
"5511"	1310	7828	"ENSRNOT00000086386.1"	"-"	0.00115216492920951	7.3726819108107e-06
"297"	1311	49801	"ENSRNOT00000004017.7"	"+"	0.0011604794358224	7.43736110589193e-06
"185.1"	1312	3345	"ENSRNOT00000091561.1"	"+"	0.0011714003192746	7.51351027802264e-06
"271"	1313	26720	"ENSRNOT00000007002.5"	"-"	0.00117264836598746	7.52595549973443e-06
"1083.1"	1314	58918	"ENSRNOT00000078552.1"	"-"	0.00118858363659139	7.65072882788838e-06
"7771"	1315	-20079	"ENSRNOT00000078157.1"	"+"	0.00120904400847843	7.79616277199686e-06
"2305"	1316	17867	"ENSRNOT00000088315.1"	"-"	0.00121001173748674	7.806984449992e-06
"611"	1317	-4569	"ENSRNOT00000012699.4"	"-"	0.00121210246258798	7.82795623295799e-06
"178"	1318	1054	"ENSRNOT00000088624.1"	"+"	0.00123647171947945	8.00579451420449e-06
"555.4"	1319	-12948	"ENSRNOT00000072288.2"	"-"	0.00125610650025736	8.14719229285684e-06
"3889"	1320	57397	"ENSRNOT00000066711.3"	"-"	0.00131857339453866	8.57731991911853e-06
"1036.1"	1321	34354	"ENSRNOT00000091752.1"	"-"	0.00134232198319925	8.74196956902733e-06
"1700.1"	1322	-15425	"ENSRNOT00000081581.1"	"+"	0.00136732834484042	8.91517976646399e-06
"516"	1323	-136798	"ENSRNOT00000001466.6"	"-"	0.00138117901814147	9.03163651141895e-06
"61"	1324	104897	"ENSRNOT00000008888.4"	"-"	0.00139842003132992	9.16555662700658e-06
"1981.1"	1325	-7576	"ENSRNOT00000015188.4"	"-"	0.00141024714448565	9.25375362495048e-06
"317"	1326	-28332	"ENSRNOT00000019617.5"	"+"	0.00141294119136297	9.27678134169001e-06
"1672"	1327	18679	"ENSRNOT00000076488.1"	"+"	0.00141369220425672	9.28706495366356e-06
"1073.1"	1328	-67206	"ENSRNOT00000078942.1"	"-"	0.00141720609510207	9.31551507740615e-06
"438.1"	1329	-8450	"ENSRNOT00000086759.1"	"-"	0.00142271831648579	9.36252166492455e-06
"2769.1"	1330	844	"ENSRNOT00000039403.5"	"+"	0.00142807718742177	9.40319417688949e-06
"1226"	1331	70111	"ENSRNOT00000039423.5"	"+"	0.00143629630293071	9.47362814635513e-06
